BoM_Item_ID,Parent_Model_ID,Hausa_Model_Name,Component_Name,Quantity,Unit_of_Measure,Category_Key,SubCategory_Key,Quality_Key,Story,2D Symbol,3D Axonometry,Height (Z Size),Length (A),Width (B),Related Zone Number,Building Materials (All),2D_Symbol_URL,3D_Axonometry_URL,Imported_To_Project
SIP-168,HAU-001,U2 X2 ,FLOOR SIP MGO 110 x 1220 x 2440 mm - Middle,5,unit,SIP_PANELS,FLOOR_PANEL_UNIT,STANDARD_FIXED,First,,,110,1271,2440,U2 X2 R,,,,
SIP-198,HAU-001,U2 X2 ,PORTAL SIP MGO 155 x 1220 x 2750 mm - Left End - for Column,1,unit,SIP_PANELS,PORTAL_PANEL,STANDARD_FIXED,Ground,,,2751,1114,156,U2 X2 L,,,,
SIP-2,HAU-001,U2 X2 ,4.76 SLANTED END SIP MGO 155 x 1075 x 572 mm - Left End,1,unit,SIP_PANELS,SLANTED_ROOF_PANEL,STANDARD_FIXED,Second,,,435,1075,156,U2 X2 R,,,,
SIP-211,HAU-001,U2 X2 ,PORTAL SIP MGO 155 x 1220 x 2750 mm - Right End - for Column,1,unit,SIP_PANELS,PORTAL_PANEL,STANDARD_FIXED,Ground,,,2751,1241,157,U2 X2 L,,,,
SIP-226,HAU-001,U2 X2 ,SIP MGO BOARD - FULL CEILING - 10 x 1220 x 2440 mm,10,unit,SIP_PANELS,CEILING_PANEL,STANDARD_FIXED,Ground,,,10,1220,2440,U2 X2 L,,,,
SIP-227,HAU-001,U2 X2 ,SIP MGO BOARD - FULL CEILING - 10 x 1220 x 2440 mm,6,unit,SIP_PANELS,CEILING_PANEL,STANDARD_FIXED,Ground,,,10,1220,2440,U2 X2 R,,,,
SIP-228,HAU-001,U2 X2 ,SIP MGO BOARD - FULL CEILING - 10 x 1220 x 2440 mm,10,unit,SIP_PANELS,CEILING_PANEL,STANDARD_FIXED,First,,,10,1220,2440,U2 X2 L,,,,
SIP-229,HAU-001,U2 X2 ,SIP MGO BOARD - FULL CEILING - 10 x 1220 x 2440 mm,10,unit,SIP_PANELS,CEILING_PANEL,STANDARD_FIXED,First,,,10,1220,2440,U2 X2 R,,,,
SIP-24,HAU-001,U2 X2 ,4.76 SLANTED END SIP MGO 155 x 1075 x 572 mm - Right End,1,unit,SIP_PANELS,SLANTED_ROOF_PANEL,STANDARD_FIXED,Second,,,435,1128,155,U2 X2 R,,,,
SIP-258,HAU-001,U2 X2 ,SIP MGO BOARD - HALF CEILING - 10 x 1220 x 1220 mm,4,unit,SIP_PANELS,CEILING_PANEL,STANDARD_FIXED,Ground,,,10,1220,1318,U2 X2 R,,,,
SIP-263,HAU-001,U2 X2 ,WALL SIP MGO 110 x 1075 x 2440mm - Neutral,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2131,1076,113,U2 X2 R,,,,
SIP-265,HAU-001,U2 X2 ,WALL SIP MGO 110 x 1075 x 2630 mm - Left End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,1075,110,U2 X2 L,,,,
SIP-266,HAU-001,U2 X2 ,WALL SIP MGO 110 x 1075 x 2630 mm - Left End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,1075,110,U2 X2 R,,,,
SIP-285,HAU-001,U2 X2 ,WALL SIP MGO 110 x 1075 x 2630 mm - Neutral,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,1075,110,U2 X2 R,,,,
SIP-288,HAU-001,U2 X2 ,WALL SIP MGO 110 x 1075 x 2630 mm - Right End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2628,1125,110,U2 X2 L,,,,
SIP-301,HAU-001,U2 X2 ,WALL SIP MGO 110 x 1220 x 2630 mm - Left End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,1220,110,U2 X2 R,,,,
SIP-315,HAU-001,U2 X2 ,WALL SIP MGO 110 x 1220 x 2630 mm - Middle,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,1270,110,U2 X2 L,,,,
SIP-316,HAU-001,U2 X2 ,WALL SIP MGO 110 x 1220 x 2630 mm - Middle,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,1270,110,U2 X2 R,,,,
SIP-333,HAU-001,U2 X2 ,WALL SIP MGO 110 x 1220 x 2630 mm - Right End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2629,1270,110,U2 X2 L,,,,
SIP-334,HAU-001,U2 X2 ,WALL SIP MGO 110 x 1220 x 2630 mm - Right End,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,1270,110,U2 X2 L,,,,
SIP-335,HAU-001,U2 X2 ,WALL SIP MGO 110 x 1220 x 2630 mm - Right End,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,1270,110,U2 X2 L,,,,
SIP-357,HAU-001,U2 X2 ,WALL SIP MGO 110 x 305 x 2630 mm - Left End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,335,110,U2 X2 L,,,,
SIP-358,HAU-001,U2 X2 ,WALL SIP MGO 110 x 305 x 2630 mm - Left End,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,305,110,U2 X2 L,,,,
SIP-379,HAU-001,U2 X2 ,WALL SIP MGO 110 x 305 x 2630 mm - Middle,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,354,110,U2 X2 L,,,,
SIP-387,HAU-001,U2 X2 ,WALL SIP MGO 110 x 305 x 2630 mm - Neutral,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2609,305,110,U2 X2 L,,,,
SIP-388,HAU-001,U2 X2 ,WALL SIP MGO 110 x 305 x 2630 mm - Neutral,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2609,305,110,U2 X2 R,,,,
SIP-389,HAU-001,U2 X2 ,WALL SIP MGO 110 x 305 x 2630 mm - Neutral,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,305,110,U2 X2 R,,,,
SIP-390,HAU-001,U2 X2 ,WALL SIP MGO 110 x 305 x 2630 mm - Neutral,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,305,110,U2 X2 L,,,,
SIP-412,HAU-001,U2 X2 ,WALL SIP MGO 110 x 610 x 2630 mm - Left End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,610,111,U2 X2 L,,,,
SIP-413,HAU-001,U2 X2 ,WALL SIP MGO 110 x 610 x 2630 mm - Left End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,610,111,U2 X2 L,,,,
SIP-427,HAU-001,U2 X2 ,WALL SIP MGO 110 x 610 x 2630 mm - Middle,4,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,656,110,U2 X2 L,,,,
SIP-436,HAU-001,U2 X2 ,WALL SIP MGO 110 x 610 x 2630 mm - Neutral,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,610,110,U2 X2 L,,,,
SIP-437,HAU-001,U2 X2 ,WALL SIP MGO 110 x 610 x 2630 mm - Neutral,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,610,110,U2 X2 L,,,,
SIP-438,HAU-001,U2 X2 ,WALL SIP MGO 110 x 610 x 2630 mm - Neutral,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,610,110,U2 X2 R,,,,
SIP-452,HAU-001,U2 X2 ,WALL SIP MGO 110 x 610 x 2630 mm - Right End,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,661,110,U2 X2 L,,,,
SIP-453,HAU-001,U2 X2 ,WALL SIP MGO 110 x 610 x 2630 mm - Right End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,661,110,U2 X2 R,,,,
SIP-46,HAU-001,U2 X2 ,4.76 SLANTED END SIP MGO 155 x 1220 x 572 mm - Middle,8,unit,SIP_PANELS,SLANTED_ROOF_PANEL,STANDARD_FIXED,Second,,,435,1272,156,U2 X2 R,,,,
SIP-637,HAU-001,U2 X2 ,WALL SIP MGO 155 x 610 x 2630 mm - Neutral,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2646,610,155,U2 X2 R,,,,
CHA-135,HAU-002,U2 X3,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Quarter Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,First,,,458,12200,2441,U2 X3 R,,,,
CHA-136,HAU-002,U2 X3,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Quarter Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,Second,,,458,12200,2441,U2 X3 R,,,,
CHA-149,HAU-002,U2 X3,3-3 - CHASSIS - FOOTING - 1X,12,unit,CHASSIS,CHASSIS_FOOTING,STANDARD_FIXED,Foundation,,,509,554,554,U2 X3 L,,,,
CHA-150,HAU-002,U2 X3,3-3 - CHASSIS - FOOTING - 1X,12,unit,CHASSIS,CHASSIS_FOOTING,STANDARD_FIXED,Foundation,,,509,554,554,U2 X3 R,,,,
CHA-171,HAU-002,U2 X3,3-3 - CHASSIS - FOUNDATIONS - 40 x 8 x 9 - Grid - Studs,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,302,12200,2441,U2 X3 L,,,,
CHA-172,HAU-002,U2 X3,3-3 - CHASSIS - FOUNDATIONS - 40 x 8 x 9 - Grid - Studs,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,302,12200,2441,U2 X3 R,,,,
CHA-193,HAU-002,U2 X3,3-3 - COLUMNS - CONNECTOR - DOUBLE,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,300,120,121,U2 X3 R,,,,
CHA-194,HAU-002,U2 X3,3-3 - COLUMNS - CONNECTOR - DOUBLE,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Second,,,300,120,121,U2 X3 R,,,,
CHA-199,HAU-002,U2 X3,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS,2,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,300,12200,121,U2 X3 R,,,,
CHA-200,HAU-002,U2 X3,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,300,12200,121,U2 X3 R,,,,
CHA-228,HAU-002,U2 X3,3-3 - COLUMNS - CONNECTOR - SINGLE,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,300,120,60,U2 X3 R,,,,
CHA-253,HAU-002,U2 X3,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,2,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,300,12200,61,U2 X3 R,,,,
CHA-254,HAU-002,U2 X3,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,5,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,300,12200,61,U2 X3 R,,,,
CHA-255,HAU-002,U2 X3,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,291,12200,73,U2 X3 R,,,,
CHA-256,HAU-002,U2 X3,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,5,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Second,,,291,12200,73,U2 X3 R,,,,
CHA-257,HAU-002,U2 X3,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Roof,,,300,12200,61,U2 X3 R,,,,
CHA-298,HAU-002,U2 X3,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,73,U2 X3 L,,,,
CHA-299,HAU-002,U2 X3,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,291,12200,73,U2 X3 L,,,,
CHA-300,HAU-002,U2 X3,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,291,12200,73,U2 X3 L,,,,
CHA-301,HAU-002,U2 X3,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Second,,,291,12200,73,U2 X3 L,,,,
CHA-33,HAU-002,U2 X3,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_CEILING,STANDARD_FIXED,Ground,,,302,12200,2441,U2 X3 L,,,,
CHA-34,HAU-002,U2 X3,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_CEILING,STANDARD_FIXED,First,,,302,12200,2441,U2 X3 L,,,,
CHA-35,HAU-002,U2 X3,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_CEILING,STANDARD_FIXED,Second,,,302,12200,2441,U2 X3 L,,,,
CHA-36,HAU-002,U2 X3,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_CEILING,STANDARD_FIXED,Second,,,302,12200,2441,U2 X3 R,,,,
CHA-360,HAU-002,U2 X3,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,291,12200,60,U2 X3 L,,,,
CHA-361,HAU-002,U2 X3,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,291,12200,60,U2 X3 L,,,,
CHA-362,HAU-002,U2 X3,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,291,12200,60,U2 X3 R,,,,
CHA-363,HAU-002,U2 X3,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Second,,,291,12200,60,U2 X3 L,,,,
CHA-410,HAU-002,U2 X3,3-3 - COLUMNS - CONNECTOR - SINGLE X2 - 2 LINEAR COLUMNS - 4 BOLTS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Second,,,290,12200,134,U2 X3 R,,,,
CHA-417,HAU-002,U2 X3,3-3 - COLUMNS - CORNER PAIR - Left & Right  - 40 x 8 x 2440 mm,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Roof,,,307,12200,60,U2 X3 R,,,,
CHA-422,HAU-002,U2 X3,3-3 - COLUMNS - FOUNDATION - ALL - 40 x 8 x 2770 mm,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,2097,12200,2441,U2 X3 L,,,,
CHA-423,HAU-002,U2 X3,3-3 - COLUMNS - FOUNDATION - ALL - 40 x 8 x 2770 mm,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,2098,12200,2441,U2 X3 R,,,,
CHA-444,HAU-002,U2 X3,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,1,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,Ground,,,2269,12200,2441,U2 X3 L,,,,
CHA-445,HAU-002,U2 X3,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,2,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,Ground,,,2269,12200,2441,U2 X3 R,,,,
CHA-446,HAU-002,U2 X3,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,1,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,First,,,2259,12200,2441,U2 X3 L,,,,
CHA-447,HAU-002,U2 X3,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,1,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,First,,,2259,12200,2441,U2 X3 R,,,,
CHA-448,HAU-002,U2 X3,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,1,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,Second,,,2267,12200,2442,U2 X3 L,,,,
CHA-449,HAU-002,U2 X3,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,1,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,Second,,,2266,12200,2441,U2 X3 R,,,,
CHA-522,HAU-002,U2 X3,ROOF CHASSIS 1-in-12 - Double C Beam - Low End for Gutter,1,unit,CHASSIS,CHASSIS_ROOF,STANDARD_FIXED,Roof,,,630,12201,2443,U2 X3 L,,,,
CHA-523,HAU-002,U2 X3,ROOF CHASSIS 1-in-12 - Double C Beam - Low End for Gutter,1,unit,CHASSIS,CHASSIS_ROOF,STANDARD_FIXED,Roof,,,630,12200,2442,U2 X3 R,,,,
CHA-71,HAU-002,U2 X3,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Quarter Grid - Studs,1,unit,CHASSIS,CEILING_PANEL,STANDARD_FIXED,Ground,,,302,12200,2441,U2 X3 R,,,,
CHA-72,HAU-002,U2 X3,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Quarter Grid - Studs,1,unit,CHASSIS,CEILING_PANEL,STANDARD_FIXED,First,,,302,12200,2441,U2 X3 R,,,,
CHA-91,HAU-002,U2 X3,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,Ground,,,460,12200,2441,U2 X3 L,,,,
CHA-92,HAU-002,U2 X3,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,Ground,,,460,12200,2441,U2 X3 R,,,,
CHA-93,HAU-002,U2 X3,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,First,,,460,12200,2441,U2 X3 L,,,,
CHA-94,HAU-002,U2 X3,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,Second,,,460,12200,2441,U2 X3 L,,,,
DOO-106,HAU-002,U2 X3,Simple Door Opening,2,unit,DOORS,SIMPLE_DOOR_OPENING,BASIC,First,,,900×2.100,0,2100,U2 X3 L,,,,
DOO-113,HAU-002,U2 X3,Sliding Door 26,1,unit,DOORS,SLIDING_DOOR,BASIC,Ground,,,2.096×2.395,0,2395,U3 X2 L,,,,
DOO-114,HAU-002,U2 X3,Sliding Door 26,1,unit,DOORS,SLIDING_DOOR,BASIC,Ground,,,2.096×2.395,0,2395,U3 X3 L,,,,
DOO-48,HAU-002,U2 X3,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,Ground,,,900×2.100,0,2100,U2 X3 L,,,,
DOO-49,HAU-002,U2 X3,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,Ground,,,786×2.100,0,2100,U2 X3 G L,,,,
DOO-50,HAU-002,U2 X3,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,Ground,,,935×2.100,0,2100,U3 X2 L,,,,
DOO-51,HAU-002,U2 X3,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,Ground,,,900×2.100,12,2112,U3 X3 G L,,,,
DOO-52,HAU-002,U2 X3,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,First,,,900×2.100,0,2100,U2 X2 L,,,,
DOO-53,HAU-002,U2 X3,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,First,,,900×2.100,0,2100,U2 X3 L,,,,
DOO-54,HAU-002,U2 X3,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,First,,,935×2.100,0,2100,U2 X3 G L,,,,
DOO-55,HAU-002,U2 X3,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,First,,,750×2.100,0,2100,U3 X2 L,,,,
DOO-56,HAU-002,U2 X3,Door 26,2,unit,DOORS,INTERIOR_DOOR,BASIC,First,,,900×2.100,0,2100,U3 X3 G L,,,,
DOO-57,HAU-002,U2 X3,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,Second,,,900×2.100,0,2100,U2 X2 L,,,,
DOO-58,HAU-002,U2 X3,Door 26,2,unit,DOORS,INTERIOR_DOOR,BASIC,Second,,,900×2.100,0,2100,U2 X3 L,,,,
DOO-59,HAU-002,U2 X3,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,Second,,,900×2.100,0,2100,U2 X3 G L,,,,
DOO-60,HAU-002,U2 X3,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,Second,,,900×2.100,0,2100,U3 X3 G L,,,,
DOO-78,HAU-002,U2 X3,Door with Sidelight on Side 1 and Transom 26,1,unit,DOORS,EXTERIOR_DOOR,BASIC,Ground,,,1.657×2.400,0,2400,U3 X3 L,,,,
DOO-94,HAU-002,U2 X3,Pocket Door 26,1,unit,DOORS,POCKET_DOOR,BASIC,First,,,900×2.100,0,2100,U2 X2 L,,,,
DOO-95,HAU-002,U2 X3,Pocket Door 26,1,unit,DOORS,POCKET_DOOR,BASIC,First,,,900×2.100,0,2100,U2 X3 L,,,,
DOO-96,HAU-002,U2 X3,Pocket Door 26,1,unit,DOORS,POCKET_DOOR,BASIC,Second,,,900×2.100,0,2100,U2 X2 L,,,,
DOO-97,HAU-002,U2 X3,Pocket Door 26,1,unit,DOORS,POCKET_DOOR,BASIC,Second,,,900×2.100,0,2100,U2 X3 L,,,,
FIN-10,HAU-002,U2 X3,Window 26,1,unit,ENVELOPE,BLINDS_SHADES,BASIC,"First, ",,,904×1.356,1190,2546,U3 X3 L,,,,
FIN-11,HAU-002,U2 X3,Window 26,1,unit,ENVELOPE,BLINDS_SHADES,BASIC,"First, ",,,486×1.308,1221,2529,U2 X2 L,,,,
